Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J1,Conn_01x10_Pin,PinHeader_1x10_P2.54mm_Vertical,22.93,5.1205,90.0,top
J6,DIN-8,CUI_SDS-80J,12.5945,15.8705,180.0,top
J7,DIN-8,CUI_SDS-80J,33.5,15.8705,180.0,top
PS1,RS3-0505D,CONV_RS3-0505D,32.6175,2.3725,0.0,bottom
